,,,,,,,,,,,,,,,,親密度,,利用日数,,利用回数,,,日付,,初度登録年月からの経過日数,,,,,,時間(時),,,,,,エンジン回転数,,外気温,,ガソリン残量,,航続可能距離,,車速(km),,アクセル開度,,,ブースト圧,,,,,,,,S MATICシフト段,,,,ステアリング舵角,,縦G,,横G,,ヨーレート,,ブレーキ圧,,,エンジン水温,,,,平均燃費A,,走行距離,
298,車速 50～59km,,,,時速50キロって、時速何マイルだと思いますか？・・・正解は・・・だいたい31マイルです！,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07670.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
299,車速 50～59km,,,,う～ん、スピーディーですね～,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07680.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
300,車速 50～59km,,,,今は33マイルくらいのスピードでしょうか,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07690.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
301,車速 50～59km,,,,今見える標識の意味、わかりますか？,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07700.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
302,車速 50～59km,,,,50キロ超えました！ミクの体重じゃないですよ,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07710.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
303,車速 50～59km,,,,スピードの出し過ぎには注意して下さいね,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07720.mp4,,MIK07720.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
304,車速 50～59km,,,,スピードが速くなってきましたが、安全運転でお願いします,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07730.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
305,車速 50～59km,,,,一般道で時速60キロを超えたら速度超過になりますよ、注意して下さい,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07740.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
306,車速 50～59km,,,,アメリカバイソンも、このくらいの速度で走るんですよ,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07750.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
307,車速 50～59km,,,,いい感じでスピードが上がってきましたね、ミクも運転したいな～,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07760.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
308,車速 50～59km,,,,快速なスピードのテンポだね。音楽ならアレグロっていうんだよ,4,100,,,7000,,,,,,,,,,,,,,,,,MIK07770.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
309,車速 50～59km,,,,車間距離はしっかり取ってね,4,100,,,7000,,,,,,,,,,,,,,,,,MIK10630.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,50,58,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
310,車速 60～79km,,,,時速６０ｋｍくらいですね,4,100,,,7000,,,,,,,,,,,,,,,,,MIK02000.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,62,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
311,車速 60～79km,,,,ノリノリ、ノリノリ～,5,100,,,7000,,,,,,,,,,,,,,,,,MIK00270.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,68,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
312,車速 60～79km,,,,スピード違反には注意して下さいね,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02030.mp4,,MIK02030.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
313,車速 60～79km,,,,なかなか、なかなかの走りですね～,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02040.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
314,車速 60～79km,,,,まだまだ行っちゃうのかな？,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02050.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
315,車速 60～79km,,,,シマウマと同じぐらいのスピードらしいよー,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02060.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
316,車速 60～79km,,,,スピードに乗っている,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02070.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
317,車速 60～79km,,,,わき見運転は危ないですよ、気を付けて下さいね！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02080.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
318,車速 60～79km,,,,今のスピードは６０キロから７０キロの間だよ,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02090.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
319,車速 60～79km,,,,時速６０キロを超えているよ！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02100.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
320,車速 60～79km,,,,ドライブ楽しいね～！ルンルルン♪,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02110.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
321,車速 60～79km,,,,さらに、加速？,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02120.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
322,車速 60～79km,,,,ミク、嬉しくてたまりません！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07780.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
323,車速 60～79km,,,,この排気音が、たまりません！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07790.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
324,車速 60～79km,,,,ミクはあなたの運転にメロメロです,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07800.mp4,,MIK07800.jpg,,,,,,,,,,,,,,,,60,78,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
325,車速 60～79km,,,,いい感じです！速くなってきましたよ～！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07810.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
326,車速 60～79km,,,,ミク、ウキウキしてきました,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07820.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
327,車速 60～79km,,,,ぐんぐんリズムが速くなってきましたね！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07830.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
328,車速 60～79km,,,,テンポが速くなってきたね。音楽ならプレストっていうんだよ,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07840.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,60,78,1,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
329,車速 60～79km,,,,時速63キロ、マイルで言うと39！ミクマイル！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07850.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,62,64,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
330,車速 80～99km,,,,エンジン音もいい感じだねー！ブンブンブブーン！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02130.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
331,車速 80～99km,,,,はやーい！きっもちいいー！いい感じだよー！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02140.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
332,車速 80～99km,,,,これはもしかして、高速道路？,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02160.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
333,車速 80～99km,,,,車さん、ありがとー！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02170.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
334,車速 80～99km,,,,速い速い速～い！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02180.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
335,車速 80～99km,,,,まさに風だね！風になったみたーい,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02190.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
336,車速 80～99km,,,,トナカイの最高速度ってこのくらいなんだよ,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02200.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
337,車速 80～99km,,,,タイヤの回転が、速～い！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02210.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
338,車速 80～99km,,,,今のスピードは時速８０キロから１００キロの間だよ,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02220.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
339,車速 80～99km,,,,時速８０キロを超えているよ！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02230.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
340,車速 80～99km,,,,時速８０キロ！あなたも私もハッピーです！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07860.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
341,車速 80～99km,,,,高速運転では、周りの車とリズムを合わせてね,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07870.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
342,車速 80～99km,,,,速い速い速ーい！高速な運転になってきました！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07880.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
343,車速 80～99km,,,,このスピード、ロックなリズムだね！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07890.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
344,車速 80～99km,,,,このスピード！これは正に、高速運転です！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07900.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
345,車速 80～99km,,,,わーお！ミクも目が回っちゃう速さです！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07910.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
346,車速 80～99km,,,,高速運転では、制動距離も長くなるので気を付けましょう,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07920.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
347,車速 80～99km,,,,時速８０キロを超えています！無理な運転はダメですよ,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07930.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
348,車速 80～99km,,,,凄く速いね！これくらいのスピードのテンポのことを、音楽ではプレスティッシモっていうんだよ,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07940.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
349,車速 80～99km,,,,こんなに速いとドキドキするね,5,100,,,7000,,,,,,,,,,,,,,,,,MIK10690.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,80,98,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
350,車速100km以上,,,,時速１００キロって分速何メートル？,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02240.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
351,車速100km以上,,,,ノッリノリ、ノッリノリ～,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02250.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
352,車速100km以上,,,,ミクは遂に風になったよー！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02260.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
353,車速100km以上,,,,素早いリズム！ノッリノリ～,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02270.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
354,車速100km以上,,,,きっもちいいー！！！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02280.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
355,車速100km以上,,,,高速運転、周りにご注意ください,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02290.mp4,,MIK02290.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
356,車速100km以上,,,,チーターと同じぐらいのスピードだよ！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02300.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
357,車速100km以上,,,,速いよー！速い！スピードに乗っちゃうよおー！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02310.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
358,車速100km以上,,,,あなたとなら、どこまでもいきたい！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02320.mp4,,MIK02320.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
359,車速100km以上,,,,エンジンの躍動感、震える車体、私たちのハートも震えている～,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02330.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
360,車速100km以上,,,,時速１００キロを超えているよー！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK02340.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
361,車速100km以上,,,,時速１００キロを超えています！イエーイ！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07950.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
362,車速100km以上,,,,100キロ超えてますよ！ブルブル震えてきましたー,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07960.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
363,車速100km以上,,,,このスピードのまま1時間走ると100km先まで進むんだね、すごーい！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07970.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
364,車速100km以上,,,,今のミクは、絶好調です！！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK07980.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
365,車速100km以上,,,,イエーイ！！ノリノリで歌いたくなってきました～！,5,100,,,7000,,,,,50,,49,,,,,,,,,,MIK07990.mp4,route.mp4,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
366,車速100km以上,,,,こんなに飛ばしてどこ行くんですか？気をつけて下さいね！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK08000.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
367,車速100km以上,,,,もしかして高速道路かな？上手な運転、憧れちゃいます！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK08010.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
368,車速100km以上,,,,安全運転でお願いします！頼りにしてますよ～,5,100,,,7000,,,,,,,,,,,,,,,,,MIK08020.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
369,車速100km以上,,,,高速運転もスムーズですね！さすがです！,5,100,,,7000,,,,,,,,,,,,,,,,,MIK08030.mp4,,MIK0001.jpg,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,
370,走行中(朝),,一定時間次のアクションがない時のセリフ,,朝！モーニング！グッドモーニング！,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02350.mp4,,MIK0001.jpg,,6:00,8:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,走行中(朝),,一定時間次のアクションがない時のセリフ,,朝ごはんは何か食べましたか？,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02360.mp4,,MIK0001.jpg,,6:00,8:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,走行中(朝),,一定時間次のアクションがない時のセリフ,,おはようございまーす！,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02370.mp4,,MIK0001.jpg,,6:00,8:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,走行中(朝),,一定時間次のアクションがない時のセリフ,,グッドゥ、モーニング！！,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02380.mp4,,MIK0001.jpg,,6:00,8:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,走行中(朝),,一定時間次のアクションがない時のセリフ,,ファイトー！今日も元気にいきましょー！,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02390.mp4,,MIK0001.jpg,,6:00,8:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,走行中(昼),,一定時間次のアクションがない時のセリフ,,まもなく正午だよー！,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02400.mp4,,MIK0001.jpg,,11:50,11:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,走行中(昼),,一定時間次のアクションがない時のセリフ,,お昼ご飯の時間だね,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02410.mp4,,MIK0001.jpg,,11:50,12:29,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,走行中(午後),,一定時間次のアクションがない時のセリフ,,一日はこれからです！,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02420.mp4,,MIK0001.jpg,,13:30,14:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,走行中(午後),,一定時間次のアクションがない時のセリフ,,午後は英語でアフタヌーン！,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02430.mp4,,MIK0001.jpg,,13:30,14:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,走行中(午後),,一定時間次のアクションがない時のセリフ,,お腹いっぱいだからって運転中に寝ちゃダメですよ,4,100,,,7000,1,,,,,,,,,,,,,,,,MIK02440.mp4,,MIK0001.jpg,,13:30,14:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,走行中(夕暮れ)_冬,,一定時間次のアクションがない時のセリフ,,そろそろ夕暮れ時ですね,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02450.mp4,,MIK0001.jpg,,15:50,16:09,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,走行中(夕暮れ)_冬,,一定時間次のアクションがない時のセリフ,,夕方！イブニング！,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02460.mp4,,MIK0001.jpg,,15:50,16:09,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,走行中(夕暮れ)_冬,,一定時間次のアクションがない時のセリフ,,晩御飯は何を食べるのかな？,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02470.mp4,,MIK0001.jpg,,15:50,16:09,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,走行中(夕暮れ)_冬,,一定時間次のアクションがない時のセリフ,,キレイな夕日が見えるといいですね,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02480.mp4,,MIK0001.jpg,,15:50,16:09,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,走行中(夕暮れ)_冬,,一定時間次のアクションがない時のセリフ,,もうじき暗くなりますよ、運転気をつけて下さいね,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02490.mp4,,MIK0001.jpg,,15:50,16:09,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,走行中(夕暮れ・ライトOFF)_冬,,一定時間次のアクションがない時のセリフ,,ライト、つけなくて大丈夫ですか？,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02500.mp4,,MIK0001.jpg,,16:15,16:59,,,,,,,,,,,,,40,49,,,,,,×,×,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,走行中(夕暮れ・ライトOFF)_冬,,一定時間次のアクションがない時のセリフ,,ライト！ライト！ライトット！,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02510.mp4,,MIK0001.jpg,,16:15,16:59,,,,,,,,,,,,,40,49,,,,,,×,×,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,走行中(夕暮れ・ライトOFF)_冬,,一定時間次のアクションがない時のセリフ,,ライトがついてないと、困っちゃうよー,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02520.mp4,,MIK0001.jpg,,16:15,16:59,,,,,,,,,,,,,40,49,,,,,,×,×,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,走行中(夕暮れ・ライトOFF)_冬,,一定時間次のアクションがない時のセリフ,,ライトを確認してくださいー,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02530.mp4,,MIK0001.jpg,,16:15,16:59,,,,,,,,,,,,,40,49,,,,,,×,×,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,走行中(夕暮れ・ライトOFF)_冬,,一定時間次のアクションがない時のセリフ,,そろそろライトをつけてほしいなー,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02540.mp4,,MIK0001.jpg,,16:15,16:59,,,,,,,,,,,,,40,49,,,,,,×,×,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,走行中(夜)_冬,,一定時間次のアクションがない時のセリフ,,夜は、、、暗い,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02550.mp4,,MIK0001.jpg,,18:00,23:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,走行中(夜)_冬,,一定時間次のアクションがない時のセリフ,,暗くなってきたよー、気を付けてね,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02560.mp4,,MIK0001.jpg,,18:00,23:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,走行中(夜)_冬,,一定時間次のアクションがない時のセリフ,,行こう！ミクと夜のドライブに！,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02570.mp4,,MIK0001.jpg,,18:00,23:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,走行中(夜)_冬,,一定時間次のアクションがない時のセリフ,,夜って、暗いんだねー、真っ暗だねー,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02580.mp4,,MIK0001.jpg,,18:00,23:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,走行中(夜)_冬,,一定時間次のアクションがない時のセリフ,,綺麗な星空みたいなー！星がきれいな夜、好きだよー！,4,100,,,7000,1,,,,,,,,,,,,12_01,02_28,,,MIK02590.mp4,,MIK0001.jpg,,18:00,23:59,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,走行中(夕暮れ)_春,,一定時間次のアクションがない時のセリフ,,そろそろ夕暮れ時ですね,4,100,,,7000,1,,,,,,,,,,,,03_01,05_31,,,MIK02450.mp4,,MIK0001.jpg,,17:10,17:30,,,,,,,,,,,,,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
